"event","twitter_id","created_at","text","description"
"Stanley Cup Playoffs Final Game 7","742148461630357504","2016-06-13 00:15:00","Let's go Penguins #StanleyCup","The 2016 Stanley Cup playoffs of the National Hockey League (NHL) began on April 13, 2016 and ended on June 12, 2016, with the Pittsburgh Penguins defeating the San Jose Sharks four games to two in the 2016 Stanley Cup Finals."
"Stanley Cup Playoffs Final Game 7","742165519965519872","2016-06-13 01:23:00","Could easily be 4-0 without Martin Jones #StanleyCup #Sharks","The 2016 Stanley Cup playoffs of the National Hockey League (NHL) began on April 13, 2016 and ended on June 12, 2016, with the Pittsburgh Penguins defeating the San Jose Sharks four games to two in the 2016 Stanley Cup Finals."
"Stanley Cup Playoffs Final Game 7","742191294919938050","2016-06-13 03:06:00","Exactly 7 years to the day and the Pittsburgh Penguins are Stanley Cup champions #StanleyCup https://t.co/trikefLu8f","The 2016 Stanley Cup playoffs of the National Hockey League (NHL) began on April 13, 2016 and ended on June 12, 2016, with the Pittsburgh Penguins defeating the San Jose Sharks four games to two in the 2016 Stanley Cup Finals."
"Stanley Cup Playoffs Final Game 7","742149310939299840","2016-06-13 00:19:00","I think skating out of the mouth of the #Shark in the #SharkTank is freaking awesome. Let's go #Sharks! Let's win game 6 of the #StanleyCup!","The 2016 Stanley Cup playoffs of the National Hockey League (NHL) began on April 13, 2016 and ended on June 12, 2016, with the Pittsburgh Penguins defeating the San Jose Sharks four games to two in the 2016 Stanley Cup Finals."
"Stanley Cup Playoffs Final Game 7","742149755661393920","2016-06-13 00:21:00","Watch Game 6 of the #StanleyCup Final on nbc on one of these channels 👇 https://t.co/nQwXIpUpwe #sanjose #retweet via #nofeeslender","The 2016 Stanley Cup playoffs of the National Hockey League (NHL) began on April 13, 2016 and ended on June 12, 2016, with the Pittsburgh Penguins defeating the San Jose Sharks four games to two in the 2016 Stanley Cup Finals."
"Stanley Cup Playoffs Final Game 7","742181622146031616","2016-06-13 02:27:00","Slash'd that stick right out of @PKessel81's hands @penguins @NHLonNBCSports @nhl #StanleyCup #Game6 #pens #LetsGoPens","The 2016 Stanley Cup playoffs of the National Hockey League (NHL) began on April 13, 2016 and ended on June 12, 2016, with the Pittsburgh Penguins defeating the San Jose Sharks four games to two in the 2016 Stanley Cup Finals."
"Monaco Grand Prix","736904408915677184","2016-05-29 12:57:00","...and then Red Bull messed up that pit stop, yes, yes...#TeamLH #MonacoGP","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736920211484487680","2016-05-29 14:00:00","What a race! What a result 🙈. LONG overdue #MonacoGP win, and what a place to get his 44th win!🏁 Well done @LewisHamilton and @MercedesAMGF1","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736919910798987264","2016-05-29 13:59:00","Fantastic race by @LewisHamilton, great strategy, perfect drive.. Also my old team mate @SChecoPerez, top drive well done man! #MonacoGP #F1","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736893415296798720","2016-05-29 12:14:00","L7: Safety car in the this lap, we're going racing! #MonacoGP","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736904169278296064","2016-05-29 12:56:00","@SkySportsF1 @F1 @redbullracing have cocked up the pit stop for @danielricciardo #monacogp very poor performance there guys","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736910482922176512","2016-05-29 13:22:00","Oh dear, both the @SauberF1Team cars just hit eachother #F #MonacoGP","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736905187873435649","2016-05-29 13:01:00","V35. ¡Accidente de Verstappen! Virtual Safety Car en pista #MonacoGP https://t.co/1KmccOuiyP","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736545461289558016","2016-05-28 13:11:00","Epic. Well done RIC @redbullracing @RenaultSport Great for #F1 #MonacoGP","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736531623001329664","2016-05-28 12:16:00","RED FLAG!   Max Verstappen's into the wall in the swimming pool section.  His quali is over https://t.co/nIShfaLyHD #MonacoGP #bbcf1","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736918600871759875","2016-05-29 13:54:00","Five laps to go. Hamilton 3.5 seconds clear, Vettel is now just one second behind Perez for third place #F1onNBC #MonacoGP","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736895922051911680","2016-05-29 12:24:00","Kimi lost his front wing, hit the barriers and goes to the pits #PitCrewLive #MonacoGP","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736919426407276544","2016-05-29 13:57:00","2 laps remaining and it's starting to rain! Go @LewisHamilton #TeamLH #MonacoGP #F1","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736891702611456000","2016-05-29 12:07:00","Come on bring the safety car in!! let's race #monacogp #F1 this is boring!","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736899913976586240","2016-05-29 12:40:00","Danill Kvyat and Kevin Magnussen have collided. Meanwhil Max has set the fastest race lap! He's in 11th place. #monacogp","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736889916530036736","2016-05-29 12:00:00","The 2016 Monaco Grand Prix is go go go...behind the Safety Car!  #F1 #MonacoGP","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736542366119530496","2016-05-28 12:59:00","David Croft said the magic words: Mark Webber. And now Lewis Hamilton has an engine problem. #MonacoGP #ABCF1 #F1","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736893002543665152","2016-05-29 12:12:00","📻 HAM: ""Visibility is as good as it's going to get. We should just start racing"" #MonacoGP #F1 https://t.co/YNJzUbeZ6L","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736542278064345088","2016-05-28 12:58:00","Some sort of problem for Hamilton! #MonacoGP","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736897464175890432","2016-05-29 12:30:00","Come on, Lewis! Stay on the track, baby! #monacogp","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736876183388889088","2016-05-29 11:05:00","1984, 1996 and 2008. Years where there was an epic wet Monaco Grand Prix. Are we going to get another today? #MonacoGP #F1","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736545637286739968","2016-05-28 13:12:00","Holyyyyy ... Yeahhhhahhahaha @danielricciardo got it!!! #PolePosition in #Monaco #F1 #MonacoGP Well done @redbullracing Congratulation !","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736903337413644288","2016-05-29 12:53:00","Lap 31/78: @Ericsson_Marcus is the first to go on slicks! On the Ultra soft tyre, will be interesting to see is pace.. #F1 #MonacoGP","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736914091747446785","2016-05-29 13:36:00","McLaren report a rain shower is incoming, and would hit the track with eight laps remaining. This race is far from over! #F1onNBC #MonacoGP","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736917499560775680","2016-05-29 13:49:00","Alonso reports drops of rain on his visor. Live: https://t.co/wMQuhaILdN #F1 #MonacoGP","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736887593682542592","2016-05-29 11:51:00","Race will start behind Safety Car #F1 #MonacoGP","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736516119104737280","2016-05-28 11:15:00","Great to see @Louis_Tomlinson onboard the @RedBull Energy Station ahead of qualifying! #MonacoGP #F1 https://t.co/wKOFeN9tTN","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736927933944745984","2016-05-29 14:31:00",".@justinbieber was the first to congratulate @LewisHamilton on winning the Monaco Grand Prix. https://t.co/KghAhq9Wgq #F1 #MonacoGP","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736964629679706113","2016-05-29 16:57:00",".@JustinBieber Celebrates @LewisHamilton #MonacoGP Win - WATCH VIDEO! https://t.co/mlB2SGohcp https://t.co/j9OyyD0Vsg","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736936148556259328","2016-05-29 15:04:00","44 x 44 🙏🏾Thank you to my amazing team @mercedesamgf1 for the incredible job today. #GodIsTheGreatest #MonacoGP https://t.co/3dvUUWhIMD","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736961764798140416","2016-05-29 16:45:00","I love my team, thank you 🙏🏾 #MonacoGP @MercedesAMGF1 photo by Steve Etherington https://t.co/xn9Wr7Nges","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736919995754512384","2016-05-29 13:59:00","BREAKING: @LewisHamilton wins the #MonacoGP for his first victory of 2016! Ricciardo is 2nd, Perez 3rd 🏁 https://t.co/t7peNGfNb2","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736581716735885316","2016-05-28 15:35:00","Very disappointed… Will be difficult to fight back from last row, but I’m going for it! #nevergiveup #MonacoGP https://t.co/3YbtxCy82l","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736574486418358273","2016-05-28 15:06:00","More smiles in the @RedBullRacing garage... from @Louis_Tomlinson and @daniellemcam #F1 #MonacoGP  https://t.co/o4vW92nwAt","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736929729824075777","2016-05-29 14:38:00","WHAT. A. DAY. #MonacoGP #FeelTheForce https://t.co/QGGbQfq1p7","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736886593668014080","2016-05-29 11:47:00","Only at the #MonacoGP: Liam Cunningham (#GameOfThrones), Louis Tomlinson (#1D), Michael Carrick (#MUFC) 📷 https://t.co/3TFZfFurdl","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736921856112889856","2016-05-29 14:07:00","Contrasting emotions... #MonacoGP https://t.co/bvZJe8IjTm","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736920596987154432","2016-05-29 14:02:00","🏁 END OF RACE 🏁  TOP TEN  HAM RIC PER VET ALO HUL ROS SAI BUT MAS  #MonacoGP #F1 https://t.co/PJa7RyY0wp","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736955880462241792","2016-05-29 16:22:00","Started well but disappointing end of #MonacoGP. For myself, but especially for @redbullracing. https://t.co/pjY7hoeIzG","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736923599118819328","2016-05-29 14:14:00","RICCIARDO: ""Two weekends in a row I've been screwed. It sucks. It hurts"" #MonacoGP https://t.co/dt9yR1VTE0","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736855628254175233","2016-05-29 09:44:00","#MonacoGP message on Facebook: https://t.co/peOZ7xuC7z https://t.co/rVhlJJXbxC","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736545329282043906","2016-05-28 13:11:00","BREAKING: @danielricciardo claims a sensational pole at the #MonacoGP! Rosberg 2nd, Hamilton 3rd https://t.co/Gd7P2J6gP5","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736545276232634368","2016-05-28 13:10:00","That’s P1 and pole position at the #MonacoGP for @DanielRicciardo! 😁  His first pole position in #F1! 👏 https://t.co/wKaJlRF0iK","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736919995175833601","2016-05-29 13:59:00","LEWIS HAMILTON WINS THE #MONACOGP!!!! UNBELIEVABLE!!! UNBELIEVABLE!!! UNBELIEVABLE!!! #F1 https://t.co/tlfWS6ltvx","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736450028919742468","2016-05-28 06:52:00","⬅ #MonacoGP #TeamLH @MercedesAMGF1 photo by Steve Etherington https://t.co/9t3qSJ4DgS","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736925115607179265","2016-05-29 14:20:00","PROVISIONAL CLASSIFICATION After a wet-dry thriller in Monaco #MonacoGP #F1 https://t.co/J5IxAILyHG","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736547010556395520","2016-05-28 13:17:00","PROVISIONAL CLASSIFICATION: END OF #QUALI #MonacoGP 🇲🇨 #F1 https://t.co/Of7F3Ep4pe","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736924725176377348","2016-05-29 14:18:00","Handshakes all round - top effort from our boys on our 50th anniversary weekend of #F1 racing. #MonacoGP https://t.co/8s2voN4vvx","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736853721489907712","2016-05-29 09:36:00","I’m sure it will be an interesting race, up for the challenge! #rain #keeppushing #MonacoGP https://t.co/0KGMDIpjjq","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
"Monaco Grand Prix","736923818623655937","2016-05-29 14:15:00","PER: ""I'm extremely happy. It's been an amazing day for us. Very special to get a podium in Monaco"" #MonacoGP #F1 https://t.co/bvaDD4cSIi","The 2016 Monaco Grand Prix (formally known as the Formula 1 Grand Prix de Monaco 2016) was a Formula One motor race held on 29 May 2016 at the Circuit de Monaco, a street circuit that runs through the Principality of Monaco. It was the sixth round of the 2016 season, and marked the seventy-fourth time that the Monaco Grand Prix had been held, as well as the sixty-third time it had been held as a round of the Formula One World Championship since the series inception in 1950."
