event	event_id	twitter_id	created_at	text	news
Stanley Cup Playoffs Final Game 7	47604	7.42251E+17	6/13/2016 7:05	absolutely gutted, but still proud of my @SanJoseSharks today, hell of a season boys. #StanleyCup #TealForever	0.00
Stanley Cup Playoffs Final Game 7	28218	7.42188E+17	6/13/2016 2:51	I loathe this team.  I hate Crosby.  I want someone to punch him in the face on live TV.  Until next season...LGR. #StanleyCup #NYR	0.00
Stanley Cup Playoffs Final Game 7	33918	7.42189E+17	6/13/2016 2:58	The hardest sports trophy to win in all of sports. #StanleyCup	0.00
Stanley Cup Playoffs Final Game 7	39706	7.42193E+17	6/13/2016 3:12	Because I have to use this hashtag one more time. The Pittsburgh Penguins are #StanleyCup champions	0.50
Stanley Cup Playoffs Final Game 7	36341	7.4219E+17	6/13/2016 3:02	Very classy of the @SanJoseSharks to cheer on the @Penguins! I guess booing &amp; throwing stuff on the ice is a @VanCanuks thing. #StanleyCup	0.00
Stanley Cup Playoffs Final Game 7	29030	7.42188E+17	6/13/2016 2:52	Really hope I see kessel eat some burgers out of the cup #stanleycup	0.00
Stanley Cup Playoffs Final Game 7	37391	7.42191E+17	6/13/2016 3:04	I'm worried that Bennett will hurt himself lifting the #StanleyCup	0.00
Stanley Cup Playoffs Final Game 7	51418	7.42431E+17	6/13/2016 18:57	A birds-eye view as the players of the @penguins swarm to celebrate their #StanleyCup win in Game 6 on Sunday night. https://t.co/Nyvitm08q1	1.00
Stanley Cup Playoffs Final Game 7	3530	7.42149E+17	6/13/2016 0:17	Kettle brewing. Everyone in my street asleep. Shark head on the ice. Smoke. Time for Game 6! #StanleyCup #Sharks #Pens	0.00
Stanley Cup Playoffs Final Game 7	27637	7.42187E+17	6/13/2016 2:50	You guys can call Kessel fat and make fun of everyone on the team. But no one can take this moment from us. #StanleyCup	0.00
Stanley Cup Playoffs Final Game 7	26024	7.42187E+17	6/13/2016 2:49	Let the trades begin! #StanleyCup	0.00
Stanley Cup Playoffs Final Game 7	15306	7.42184E+17	6/13/2016 2:38	The cup being prepped! #StanleyCup https://t.co/WpzjyWrcUi	0.00
Stanley Cup Playoffs Final Game 7	23696	7.42187E+17	6/13/2016 2:48	These @SanJoseSharks fans never stopped cheering, tons of respect for them #StanleyCup	0.00
Stanley Cup Playoffs Final Game 7	2917	7.42147E+17	6/13/2016 0:09	ARE YALL REAAAAAADYYYYYY?????? GAME SIX #StanleyCup #SJSHARKS #sanjosesharks https://t.co/43zKDEbo9i	0.00
Stanley Cup Playoffs Final Game 7	46398	7.4222E+17	6/13/2016 5:01	#StanleyCup champions !!! @penguins ðŸ§	0.00
Stanley Cup Playoffs Final Game 7	25212	7.42187E+17	6/13/2016 2:49	@NHL season ends w/ the @penguins being crowned #StanleyCup Champions. Tomorrow @NBA season ends w/ the @warriors winning against the @cavs	1.00
Stanley Cup Playoffs Final Game 7	37992	7.42191E+17	6/13/2016 3:06	I may sound bitter but whatever so the only congrats out there is to #PhilKessel he does deserves it #StanleyCup https://t.co/zOyyKoVoS9	0.00
Stanley Cup Playoffs Final Game 7	49423	7.42347E+17	6/13/2016 13:26	The @penguins win it! The #StanleyCup goes back to Pittsburgh for the 4th time after a Game 6 victory. #NHLBracket https://t.co/IdYHlH6whQ	1.00
Stanley Cup Playoffs Final Game 7	39857	7.42193E+17	6/13/2016 3:13	Sorry sushi #SJSharks ! Way to go #Pens !!! Hey SJ...at least you go to see the #stanleycup #gkg #LAKings	0.00
Stanley Cup Playoffs Final Game 7	43050	7.42198E+17	6/13/2016 3:34	" I'm glad it's over and we win " My Boy!!! #Malkin #StanleyCup https://t.co/PDppbON4W7	0.00
Stanley Cup Playoffs Final Game 7	10444	7.4217E+17	6/13/2016 1:41	gerdderm what a game #Pens #StanleyCup #StanleyCupFinal	0.00
Stanley Cup Playoffs Final Game 7	11718	7.42174E+17	6/13/2016 1:56	Twenty minutes between the @penguins and the Cup! #LetsGoPens #StanleyCup	0.50
Stanley Cup Playoffs Final Game 7	50432	7.42383E+17	6/13/2016 15:49	The Captain and his #StanleyCup ðŸ‘ðŸ‘ðŸ‘ @penguins https://t.co/fNlQ7HcCRT via @vine	0.50
Stanley Cup Playoffs Final Game 7	8267	7.42165E+17	6/13/2016 1:23	This is some Grade A hockey boys and girl #StanleyCup #StanleyCupFinal	0.00
Stanley Cup Playoffs Final Game 7	3238	7.42148E+17	6/13/2016 0:15	Mike Rathje and Mike Ricci...wow blasts from the past #StanleyCup	0.00
Stanley Cup Playoffs Final Game 7	46657	7.42224E+17	6/13/2016 5:18	Celebrating the Pens win with my American bro @BillyLeino all the way from the UK #Pens #StanleyCup ðŸ§	0.00
Stanley Cup Playoffs Final Game 7	50359	7.42381E+17	6/13/2016 15:40	All the best clips from last night?  Watch them on this exclusive #StanleyCup Final  @vine channel: https://t.co/D19oeZLcz0	0.00
Stanley Cup Playoffs Final Game 7	51819	7.4246E+17	6/13/2016 20:55	The NHL shop is gonna take so much of my money over the next few weeksðŸ˜‚ #StanleyCup #Champions #Pens https://t.co/WQyYqFf4wm	0.00
Stanley Cup Playoffs Final Game 7	11031	7.42171E+17	6/13/2016 1:47	How did the #Pens miss that? #PITvsSJS #StanleyCup https://t.co/qr31f2nxou	0.00
24 Hours of Le Mans	24342	7.4451E+17	6/19/2016 12:37	you can tell the commentators are tired.. "it was just a re-thing. a replay." #LeMans24	0.50
24 Hours of Le Mans	16332	7.44358E+17	6/19/2016 2:34	C'mon rebellion #13 get her fired up and back to pit lane #LeMans24	0.00
24 Hours of Le Mans	18905	7.44416E+17	6/19/2016 6:25	No time for power naps. Get past all the challenges and grab the grand prize. https://t.co/ZTSJ1ZrvrH  #AudiLeMans #LeMans24	0.00
24 Hours of Le Mans	21177	7.44465E+17	6/19/2016 9:39	Nice shot of the @andyblackmore #LeMans24 Spotters Guide on the wall of the @ManorWEC garage. ðŸ‘	0.00
24 Hours of Le Mans	31170	7.44586E+17	6/19/2016 17:41	@Toyota_Hybrid #5 is the real winer of #LeMans24 did everything right and luck ruined an unbelievable story? I'm heartbroken for them!	0.00
24 Hours of Le Mans	18066	7.44399E+17	6/19/2016 5:17	Panciatici's going nowhere. #LeMans24 https://t.co/1m5Rt7twyr	0.00
24 Hours of Le Mans	20878	7.4446E+17	6/19/2016 9:19	Wow that was a lucky save there @Toyota_Hybrid #LeMans24	0.00
24 Hours of Le Mans	27169	7.44516E+17	6/19/2016 13:03	Last lap drama? #LeMans24	0.00
24 Hours of Le Mans	15314	7.44333E+17	6/19/2016 0:56	5 mins short of halfway and the poor Audi no7 R18 has more problems #LeMans24	1.00
24 Hours of Le Mans	19551	7.44432E+17	6/19/2016 7:29	No 50 has spun popping his backend into the wall #24hoursoflemans #LeMans24	1.00
24 Hours of Le Mans	6858	7.44183E+17	6/18/2016 14:58	.@RWestbrook1 in 69 @FordPerformance pulls into lead of #GTEPro #LeMans24	1.00
24 Hours of Le Mans	3518	7.44153E+17	6/18/2016 13:02	Listening to @radiolemans in China. I wish I could watch it this year #LeMans24	0.00
24 Hours of Le Mans	19164	7.44422E+17	6/19/2016 6:48	#askeurosport Can we just stop with the 24 minutes programmes &amp; stick with the coverage of the cars actually racing !  #LeMans24	0.00
24 Hours of Le Mans	18912	7.44416E+17	6/19/2016 6:25	1st, 2nd and 3rd on the same lap after 18 hours- insane #LeMans24	1.00
24 Hours of Le Mans	9269	7.44224E+17	6/18/2016 17:42	Always handy to have Voice of Dakar @carltonkirby on staff at #LeMans24 with so many cars racing off piste. Experience matters @Eurosport	0.00
24 Hours of Le Mans	12958	7.44288E+17	6/18/2016 21:58	Lets see if Conway can get back past Jani - 10 stops each so this is a battle on merit now #LeMans24	0.00
24 Hours of Le Mans	10893	7.44255E+17	6/18/2016 19:48	#LeMans24 Marino Franchitti just put the No. 67 #FordGT into the tires at the end of theâ€¦ https://t.co/TLlvgGRyoG	1.00
24 Hours of Le Mans	1804	7.44135E+17	6/18/2016 11:49	Canada National Anthem play before the #LeMans24 @AutoNerve #PorscheLeMans porschecanada @â€¦ https://t.co/S5VxyKclxz	1.00
24 Hours of Le Mans	27236	7.44516E+17	6/19/2016 13:03	#LeMans24 STUNNED! How does this happen!?	0.00
24 Hours of Le Mans	5510	7.44167E+17	6/18/2016 13:58	ok over to #LeMans24	0.00
24 Hours of Le Mans	29041	7.4452E+17	6/19/2016 13:21	Congrats @PorscheRaces! Great job and perseverance. It's fate! #LeMans24	0.00
24 Hours of Le Mans	4296	7.4416E+17	6/18/2016 13:27	Gimme some race! #lmdk #LeMans24 #lemans24hours	0.00
24 Hours of Le Mans	28432	7.44518E+17	6/19/2016 13:11	Well done #Toyota #LeMans24 2nd and 3rd place - great job!	0.50
24 Hours of Le Mans	16076	7.44351E+17	6/19/2016 2:06	Sleep is definitely not an option tonight #LeMans24	0.00
24 Hours of Le Mans	26846	7.44516E+17	6/19/2016 13:02	And they take the ðŸðŸ !! Congrats, #2 Porsche!! Heck of a race! ðŸ‘ðŸ» #LeMans24 #PorscheLeMans	0.00
24 Hours of Le Mans	27496	7.44516E+17	6/19/2016 13:04	#Toyota made a better race! Bummer! Well, chapeau to #PorscheLeMans and #FordGT #LeMans24	0.00
24 Hours of Le Mans	14910	7.44324E+17	6/19/2016 0:20	#68 Ford GT in pits. @JoeyHandRacing takes the controls. #LeMans24	1.00
24 Hours of Le Mans	28759	7.44519E+17	6/19/2016 13:16	What a race. What a finish. What a #LeMans24. Never disappoints, absolutely shocked by the ending!	0.00
24 Hours of Le Mans	13290	7.44294E+17	6/18/2016 22:21	Racing at Sunset ðŸŒ… @audi audisport #audi #audisport #lemans #24hlemans #24heuresdumans #lemans24â€¦ https://t.co/kwg10Lxk30	0.00
24 Hours of Le Mans	8853	7.44216E+17	6/18/2016 17:10	When they say it's a slow zone, they mean it. #LeMans24	0.00
24 Hours of Le Mans	27634	7.44516E+17	6/19/2016 13:05	What a #race !!! Waitin for info about #seppuku at #LeMans24 today...	0.00
24 Hours of Le Mans	27919	7.44517E+17	6/19/2016 13:07	What an amazing last lap in Le Mans. Amazing stuff! #LeMans24	0.00
24 Hours of Le Mans	17788	7.44393E+17	6/19/2016 4:54	Why not Safety car? "@Mattzel89: Big One for Milner #LeMans24 https://t.co/KeU2CqKI5S"	0.00
24 Hours of Le Mans	3624	7.44154E+17	6/18/2016 13:04	One of the Ford GT's, No. 67 for Ganassi, is in the garage. #LeMans24	1.00
24 Hours of Le Mans	10910	7.44256E+17	6/18/2016 19:50	Did @radiolemans just say #snatchtractor? Awesome #LEMANS24 #keepintouch	0.00
24 Hours of Le Mans	18649	7.44409E+17	6/19/2016 6:00	2 @Toyota_Hybrid being chased by #2 @Porsche_Team and having to pass #1 Porsche in front of it. #LeMans24 #TeamTactics	1.00
24 Hours of Le Mans	25739	7.44515E+17	6/19/2016 12:58	Folks, I am shocked! But this is Le Mans, i know. #LM24 #LeMans24	0.00
24 Hours of Le Mans	21762	7.44473E+17	6/19/2016 10:14	#LeMans24 â€” #6 @Toyota_Hybrid pits from P3 and is trollied into garage: but still 45mins ahead of P4 #8 @audisport â€” @24hoursoflemans	1.00
24 Hours of Le Mans	27715	7.44517E+17	6/19/2016 13:05	GTE Pro won by Ford #68 #LEMANS24 https://t.co/T5tEjpo1Le	1.00
24 Hours of Le Mans	18502	7.44406E+17	6/19/2016 5:47	Safety car in next lap #LeMans24 #24hoursoflemans	1.00
24 Hours of Le Mans	27437	7.44516E+17	6/19/2016 13:04	Porsche has been gifted this one. Damn! #LeMans24	0.00
24 Hours of Le Mans	25522	7.44515E+17	6/19/2016 12:57	Oh wow last lap. #lemans24	0.50
24 Hours of Le Mans	4866	7.44165E+17	6/18/2016 13:47	Meanwhile in #LeMans24 after 46 mins cars still behind Safety Car - no racing - crowd not happy. Very reminiscent of MonacoGP #F1 this year	1.00
24 Hours of Le Mans	24319	7.44509E+17	6/19/2016 12:37	TWENTY FIVE MINUTES. Would love to see Toyota finish the job. #LeMans24	0.00
24 Hours of Le Mans	12434	7.44281E+17	6/18/2016 21:31	Cars are going off Left Right and Centre now #LeMans24 is hotting up! @AudiUK Come on #Audi https://t.co/tpFFIFUpQi	0.50
24 Hours of Le Mans	19147	7.44421E+17	6/19/2016 6:46	I like the look of the leading LMP2 Alpine car. #LeMans24	0.00
24 Hours of Le Mans	5676	7.44169E+17	6/18/2016 14:04	Slicks ready at Audi. #LeMans24	1.00
24 Hours of Le Mans	19854	7.4444E+17	6/19/2016 8:02	Wow wow wow! What an unbelievable race #LeMans24 5hrs to go	0.00
24 Hours of Le Mans	22519	7.44485E+17	6/19/2016 11:01	After 22H, 2H to end #LeMans24 #LMP1 1. @Toyota_Hybrid #5 2. @Porsche_Team #2 3. @Toyota_Hybrid #6 https://t.co/AgtsffyJcF	1.00
24 Hours of Le Mans	15865	7.44344E+17	6/19/2016 1:42	Ford and Ferrari sandbaged by officials funny how they're running like corvette did when told they had to lose 170hp in 2011 #lemans24	0.00
24 Hours of Le Mans	20441	7.44451E+17	6/19/2016 8:44	After a rough night with poor pace, we couldn't wait for the sun to come back up at #LeMans24.â€¦ https://t.co/szKa1OWkwP	0.00
24 Hours of Le Mans	7745	7.44197E+17	6/18/2016 15:54	This is how close the battle is for 1st in #LeMans24 GTEPRO class with #Ford v #Ferrari #FordGT #LeMans24 https://t.co/Dt1qOTECjM	0.00
24 Hours of Le Mans	18048	7.44398E+17	6/19/2016 5:14	Through the night and into the #LeMans24 dawn - Next target 3pm and the race finish https://t.co/YNV8z15sLP	0.00
24 Hours of Le Mans	5317	7.44166E+17	6/18/2016 13:53	Finally!! Let's go racing! #LeMans24	0.00
24 Hours of Le Mans	16440	7.4436E+17	6/19/2016 2:45	I am a big fan of women drivers. I belive that @ChristinaRacing show us her talent. GO CHRISTINA ! #LeMans24 https://t.co/Ga1I4HvvSh	0.00
24 Hours of Le Mans	20789	7.44458E+17	6/19/2016 9:11	Toyota and Porsche setting the scene for a thrilling #LeMans24 battle with four hours left: https://t.co/CctsEk5V48 https://t.co/hC2CyY8FB6	1.00
24 Hours of Le Mans	7293	7.44189E+17	6/18/2016 15:22	The #67FordGT on track for the big race #LeMans24. #FordGT #PoweredByEcoBoost #FordEcoBoosâ€¦ https://t.co/qX7FOJLuZl https://t.co/7cKuOFO9nT	0.00
24 Hours of Le Mans	24313	7.44509E+17	6/19/2016 12:36	Thank you Leena. When I talk about racing to kids, I always mention her. @audisport #Mobil1RLM #LeMans24	0.00
24 Hours of Le Mans	14970	7.44325E+17	6/19/2016 0:26	@PatrickDempsey sad Your not drivning this year? #LeMans24	0.00
24 Hours of Le Mans	8878	7.44216E+17	6/18/2016 17:12	DO A BURNOUT TRACY KROHN #LeMans24	0.00
24 Hours of Le Mans	8388	7.44209E+17	6/18/2016 16:43	Toyota has sold Prius to every taxi driver, so they've made  super competitive hybrid-car #LeMans24	0.00
24 Hours of Le Mans	29095	7.44521E+17	6/19/2016 13:22	Proud of @audisport and car number 8. They kept fighting and ended with a bronze medal. See you next year! #LeMans24	0.00
24 Hours of Le Mans	21099	7.44463E+17	6/19/2016 9:31	Very unlucky Nissan #LeMans24	0.00
24 Hours of Le Mans	21582	7.44471E+17	6/19/2016 10:03	The latest The Introspect! https://t.co/1IJLqhOk8p Thanks to @ghoshworld @NewIndianXpress #raghuramrajan #lemans24	0.00
24 Hours of Le Mans	9628	7.4423E+17	6/18/2016 18:08	Just over 5 hrs into #LeMans24, @JoeyHandRacing has #68FordGT in the lead as Ford GTs sit 1-2-3.  Still early. https://t.co/t9x7mp6Ez5	1.00
24 Hours of Le Mans	24471	7.44511E+17	6/19/2016 12:42	Woah Engineering meets dedication here super cool race is exciting even at this stage #AudiLeMans https://t.co/anM4gUdyK0 @AudiIn #LeMans24	0.00
24 Hours of Le Mans	3546	7.44153E+17	6/18/2016 13:03	Boogity boogity boogity. The greatest race in the world is under way. @24hoursoflemans #LeMans24 #LM24	0.00
24 Hours of Le Mans	13123	7.44291E+17	6/18/2016 22:08	At the 9 hour point the #6 is in 2nd place in the hands of @Mikeconway26. @FIAWEC #LeMans24 #Toyota #TS050 https://t.co/FZK8N9KSn1	1.00
24 Hours of Le Mans	810	7.44078E+17	6/18/2016 8:01	Does anyone know how to watch the #LeMans24 if you haven't got Eurosport? Can you watch it online?	0.00
24 Hours of Le Mans	11872	7.44274E+17	6/18/2016 21:00	Eight hours down. 16 hours to go. #LeMans24 #LM24 https://t.co/Wfyqn01UlQ	1.00
24 Hours of Le Mans	19839	7.4444E+17	6/19/2016 8:01	19 hours down. 5 hours to go! Roll call...who is still with me here? #LeMans24	0.50
24 Hours of Le Mans	2139	7.44143E+17	6/18/2016 12:21	Me,  Jason Statham, Jackie Chan and Brad Pitt at the same race! #lemans24 #funforall	0.00
24 Hours of Le Mans	16059	7.4435E+17	6/19/2016 2:04	Corvettes in the pit for scheduled brake changes #corvetteracing #LeMans24	1.00
24 Hours of Le Mans	22664	7.44487E+17	6/19/2016 11:07	Are you really suggesting that Audi will call it quits soon? @specutainment @radiolemans #LeMans24	0.00
24 Hours of Le Mans	22717	7.44488E+17	6/19/2016 11:11	I hv done with all the answers till now.. Wht u guys r waiting for..  #AudiLeMans login here Asap https://t.co/TXY4ZYKWjW #LeMans24 @AudiIN	0.00
24 Hours of Le Mans	27028	7.44516E+17	6/19/2016 13:02	That's gutting for the Toyota team #LeMans24	0.00
24 Hours of Le Mans	1271	7.4411E+17	6/18/2016 10:11	Final episode of the Le mans 2016 series! 24 laps with changing circumstances.https://t.co/6azlaPlKGN #LeMans24 #Lemans2016 #lemans24hours	0.00
24 Hours of Le Mans	10949	7.44257E+17	6/18/2016 19:54	and itâ€™s sunset time ðŸ˜ðŸŒ‡ #lemans24	0.00
24 Hours of Le Mans	29335	7.44523E+17	6/19/2016 13:29	All my thoughts are now with the @Toyota_Hybrid crew. Awesome job and magnificent performance. It's time to work on 2017. #LeMans24	0.00
24 Hours of Le Mans	6248	7.44175E+17	6/18/2016 14:26	Drama with the hydraulic systems for Audi #LeMans24. No shame in that, that also happened to @SpaceX	0.00
24 Hours of Le Mans	12756	7.44285E+17	6/18/2016 21:46	Watching Le Mans 24 hrs race. Love this at night #LeMans24	0.00
24 Hours of Le Mans	4745	7.44164E+17	6/18/2016 13:44	@MartinHaven @Eurosport #LeMans24 they were ready to go 20mins ago!!	0.00
24 Hours of Le Mans	19261	7.44425E+17	6/19/2016 7:00	Clock strikes at 9am, 6 hours left!  Just ONE FIA World Endurance Championship RACE distance to go! #LeMans24 #WEC https://t.co/xlCe77z8n1	1.00
24 Hours of Le Mans	8166	7.44205E+17	6/18/2016 16:26	The tale of woe for the @ByKOLLES continues with a black and orange flag for excess cockpit temp #LeMans24 https://t.co/oFfBLhyq6g	0.00
24 Hours of Le Mans	15038	7.44327E+17	6/19/2016 0:32	#LeMans24 @FS1  @ReporterJamie  @briantill19 @scottpruett01 do you guys know how the corner Indianapolis got it's name?	0.00
24 Hours of Le Mans	12134	7.44278E+17	6/18/2016 21:16	#42 has stopped, KANE Jonny replaces LEVENTIS Nick #LEMANS24 @StrakkaRacing https://t.co/kqy2MDT3YK	1.00
24 Hours of Le Mans	31214	7.44591E+17	6/19/2016 18:00	Sharing the same feelings Thomas :P! what a race! Teammate Thomas Pendergrass at #Lemans24 few hours ago https://t.co/i373hfNaGl	0.00
24 Hours of Le Mans	29156	7.44521E+17	6/19/2016 13:24	So gutted for Toyota, really thought it was their year. #LeMans24	0.00
24 Hours of Le Mans	31081	7.44579E+17	6/19/2016 17:14	@GanassiChip congratulations the pole &amp; win w/@FordPerformance  #LeMans24	0.00
24 Hours of Le Mans	4876	7.44165E+17	6/18/2016 13:47	Maybe they're waiting the end of the qualification at #BakuGP ... #LeMans24	0.00
24 Hours of Le Mans	14744	7.4432E+17	6/19/2016 0:04	Getting near half way #LeMans24 #EurosportLEMANS Toyota or Porsche to win? Can Audi catch up? Loving the coverage. Anything can happen	0.00
24 Hours of Le Mans	11879	7.44274E+17	6/18/2016 21:01	No time for snoozing. The next task is up at https://t.co/1Cs6yABQed #AudiLeMans #LeMans24	0.00
24 Hours of Le Mans	897	7.44085E+17	6/18/2016 8:32	Now if he could just reach the pedals... #LeMans24 #FordLeMans https://t.co/lYtkcglnYH	0.00
24 Hours of Le Mans	25184	7.44514E+17	6/19/2016 12:56	@mohdmohsin7503  take a biggest challenge here , continues tweet to stand big    https://t.co/hetr4YH7zH #AudiLeMans  #LeMans24	0.00
24 Hours of Le Mans	11089	7.44259E+17	6/18/2016 20:03	One of many Ford GT40 at Goodwood Members Meeting this year. #FordGT #LeMans24 https://t.co/LjeBozhjW2	0.00
24 Hours of Le Mans	28001	7.44517E+17	6/19/2016 13:07	Credit to #Porsche for racing to the very end #LeMans24	0.00
24 Hours of Le Mans	12440	7.44281E+17	6/18/2016 21:31	@radiolemans The @AMR_Official thump. #Mobil1RLM #LM24 #LeMans24 https://t.co/zy2jSkxwFm	0.00
24 Hours of Le Mans	10230	7.44244E+17	6/18/2016 19:01	After 6 Hours of Le Mans: #6 Toyota is now leading, #1 Porsche is second, #5 Toyota is third #LeMans24 #LeMans #LM24	1.00
24 Hours of Le Mans	28108	7.44517E+17	6/19/2016 13:08	Mission accomplished, @FordPerformance wins #LeMans24! Congrats to @MultimaticRace @CGRsportscar for an amazing team effort.	1.00
24 Hours of Le Mans	11378	7.44265E+17	6/18/2016 20:25	New pianist @GRANGEMOTORS party @Jason15Robinson @sianhardcorept @AMR_Official #astonmartinhospitality #LeMans24 https://t.co/OFX0aAGkmF	0.00
Apple Worldwide Developer Conference	5601	7.42401E+17	6/13/2016 17:01	House lights up, and Tim is on stage! Here we go! #WWDC2016	1.00
Apple Worldwide Developer Conference	4029	7.42398E+17	6/13/2016 16:46	https://t.co/605bcFyW3N  LinkedIn #OrlandoUnited #XboxE3 #mondaymotivation #gettingtoknowReedfans #WWDC2016 Lil Dicky XXL Freshman Iniesta	0.00
Apple Worldwide Developer Conference	33286	7.42435E+17	6/13/2016 19:13	Looks like I am going to stick to iMessage forever. That was a major major upgrade!! #WWDC2016	0.50
Apple Worldwide Developer Conference	34208	7.42438E+17	6/13/2016 19:26	A day off plus tons of good shit to watch #E32016 #WWDC2016 &amp; #NBAFinals I am a happy fella today	0.00
Apple Worldwide Developer Conference	7896	7.42404E+17	6/13/2016 17:11	Watch OS3 #WWDC2016	0.00
Apple Worldwide Developer Conference	1076	7.42328E+17	6/13/2016 12:07	#WWDC2016 have questions you'd like asked?  Add #EFC to your tweet and we will do our best to get an answer!	0.00
Apple Worldwide Developer Conference	30902	7.4243E+17	6/13/2016 18:54	This is dragging on slightly #WWDC2016	0.00
Apple Worldwide Developer Conference	24219	7.42422E+17	6/13/2016 18:23	iOS 10 gives you voicemail transcriptions for your incoming calls. #wwdc2016 #iOS10	1.00
Apple Worldwide Developer Conference	7254	7.42403E+17	6/13/2016 17:08	Iâ€™ve come home and watched two conference keynotes on the belt-end - what have I become? #XboxE3 #WWDC2016	0.00
Apple Worldwide Developer Conference	27038	7.42425E+17	6/13/2016 18:33	Luckily there won't be any learning curve with these new features in Apple Messages...since they're all in EVERY APP I use today.  #WWDC2016	0.00
Apple Worldwide Developer Conference	3937	7.42397E+17	6/13/2016 16:44	#productivity is going to be low from me this morning/weekâ€¦ i blame #wwdc2016	0.00
Apple Worldwide Developer Conference	4873	7.424E+17	6/13/2016 16:56	#WWDC2016 starts in 4 minutes! #Apple	1.00
Apple Worldwide Developer Conference	7140	7.42403E+17	6/13/2016 17:07	ï£¿'s Northstar #WWDC2016	0.00
Apple Worldwide Developer Conference	16861	7.42414E+17	6/13/2016 17:49	Siri and Picture In Picture coming to macOS Sierra. I will definitely be using both of those features a lot. #WWDC2016	0.50
Apple Worldwide Developer Conference	38774	7.42483E+17	6/13/2016 22:24	What if memory debugger is only for Swift ðŸ˜³ #WWDC2016	0.00
Apple Worldwide Developer Conference	33138	7.42434E+17	6/13/2016 19:12	So good! Very excited! #macOS looks brilliant :) ðŸŽ‰ðŸŽ‰ #WWDC2016 https://t.co/GeLOCpn36h	0.00
Apple Worldwide Developer Conference	11333	7.42408E+17	6/13/2016 17:27	#WWDC2016 - An app for breathing, eh?  Is the Poop app coming up next?	0.00
Apple Worldwide Developer Conference	8853	7.42405E+17	6/13/2016 17:14	Live with @XboxQwik from #XboxE3 and @tim_cook from #WWDC2016. Only the #EURO2016 game is missing ;). #MultiTasking https://t.co/fqqWPcMiYt	0.00
Apple Worldwide Developer Conference	36213	7.42454E+17	6/13/2016 20:29	Just finished the articles for https://t.co/G5w4A86v2o on #WWDC2016! Worked my ass off on those... Check em' out if you can :) #Tech #LKA	0.00
Apple Worldwide Developer Conference	32384	7.42433E+17	6/13/2016 19:05	No hardware updates for the Mac - can't believe it. #WWDC2016	0.50
Apple Worldwide Developer Conference	9294	7.42405E+17	6/13/2016 17:16	So glad #watchOS3 is optimising the Apple Watch like 1000%! #WWDC2016	0.00
Apple Worldwide Developer Conference	3059	7.4239E+17	6/13/2016 16:17	Managing 2 handles tweeting about 4 things  #hejaSverige  STING sustainability  #WWDC2016  #LinkedIn  Multitasking best practices ðŸ™ˆðŸ™ŠðŸ™„	0.00
Apple Worldwide Developer Conference	17465	7.42414E+17	6/13/2016 17:52	LOCK SCREEN LOOKS BEAUTIFUL #WWDC2016	0.00
Apple Worldwide Developer Conference	5621	7.42401E+17	6/13/2016 17:01	SO EXCITED #WWDC2016	0.00
Apple Worldwide Developer Conference	24043	7.42422E+17	6/13/2016 18:22	Apple's iOS interface is having a bad hair day #WWDC2016	0.00
Apple Worldwide Developer Conference	28127	7.42426E+17	6/13/2016 18:38	iMessage is also being opened to developers. #WWDC2016 https://t.co/RHl7II4KlQ	1.00
Apple Worldwide Developer Conference	38398	7.42478E+17	6/13/2016 22:03	As promised folks! Take a break from #WWDC2016 #VR and #360video just for today.. with a Hot Air Balloon ride! https://t.co/Onz1W1We77	0.00
Apple Worldwide Developer Conference	2565	7.42385E+17	6/13/2016 15:54	Is this the end of digital downloads? Apple to announce overhaul of @iTunes at #WWDC2016. https://t.co/XhmO4xCXkw https://t.co/0HNPeDGR79	1.00
Apple Worldwide Developer Conference	14371	7.42411E+17	6/13/2016 17:40	Universal clipboard ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ finally #WWDC2016	0.00
Apple Worldwide Developer Conference	23990	7.42422E+17	6/13/2016 18:22	#Apple #iOS10 10 new features #WWDC2016  https://t.co/Aq6kMyk62X	0.50
Apple Worldwide Developer Conference	18254	7.42415E+17	6/13/2016 17:55	Today view widgets on the lock screen #WWDC2016	0.50
Apple Worldwide Developer Conference	34544	7.4244E+17	6/13/2016 19:33	Me: Hey Siri, what do we say to the pesky Windows 10 update?  Siri: Not today! #justwwdcthings #WWDC2016	0.00
Apple Worldwide Developer Conference	18367	7.42415E+17	6/13/2016 17:56	Really excited about the iOS lock screen updates. It feels like they're finally making it functional. #WWDC2016	0.00
Apple Worldwide Developer Conference	24176	7.42422E+17	6/13/2016 18:23	Apple's Federighi introduces the new 'home' app for HomeKit in iOS 10 #WWDC2016	1.00
Apple Worldwide Developer Conference	3055	7.4239E+17	6/13/2016 16:17	Hoping the new iPhone, iMacs and Macbook pro impress me. I'm going to buy apple products this year. Lord forgive me.ðŸ˜­  #WWDC2016	0.00
Apple Worldwide Developer Conference	37335	7.42465E+17	6/13/2016 21:15	Everything #Apple announced at #WWDC2016 in one handy list âœŒï¸https://t.co/1pppMr7Q0Q via @thenextweb	0.00
Apple Worldwide Developer Conference	5540	7.42401E+17	6/13/2016 17:00	It's time for #WWDC2016 what's #iOS10 going to offer and what else will Apple announce?	0.00
Apple Worldwide Developer Conference	3834	7.42397E+17	6/13/2016 16:43	Inside at #wwdc2016 https://t.co/W8ZfgefU7i	0.00
