event	twitter_id	news	question	advertisement	opinion	quote	sarcasm	explicit	lang	error
Monaco Grand Prix	736895922051911680	1	0	0	0	0	0	0	0	0
Monaco Grand Prix	736897464175890432	0	0	0	1	0	0	0	0	0
Monaco Grand Prix	736897604974444544	1	0	0	1	0	0	0	0	0
Monaco Grand Prix	736899913976586240	1	0	0	1	0	0	0	0	0
Monaco Grand Prix	736900028258783236	0	0	0	1	0	0	0	0	0
Monaco Grand Prix	736900028749479936	0	0	0	0	0	0	0	0	0
Monaco Grand Prix	736903337413644288	0	0	0	1	0	0	0	0	0
Monaco Grand Prix	736904076240297984	1	0	0	1	0	0	0	0	0
Monaco Grand Prix	736904105151451136	1	0	0	1	0	0	0	0	0
Monaco Grand Prix	736904169278296064	0	0	0	1	0	0	0	0	0
Monaco Grand Prix	736904257711026176	0	0	0	1	0	0	0	0	0
Monaco Grand Prix	736904408915677184	0	0	0	1	0	0	0	0	0
Monaco Grand Prix	736905187873435649	0	0	0	0	0	0	0	0	0
Monaco Grand Prix	736906033373777920	1	0	0	1	0	0	0	0	0
Monaco Grand Prix	736906112268685312	0	0	0	1	0	0	0	0	0
Monaco Grand Prix	736910482922176512	0	0	0	0	0	0	0	0	0
Monaco Grand Prix	736910500143857664	1	0	0	0	0	0	0	0	0
Monaco Grand Prix	736914091747446785	1	0	0	0	0	0	0	0	0
Monaco Grand Prix	736916652823089152	1	0	0	0	0	0	0	0	0
Monaco Grand Prix	736917378139869184	0	0	0	0	0	0	0	0	0
Monaco Grand Prix	736917499560775680	1	0	0	0	0	0	0	0	0
Monaco Grand Prix	736918534689816578	1	0	0	0	0	0	0	0	0
Monaco Grand Prix	736918600871759875	1	0	0	0	0	0	0	0	0
Monaco Grand Prix	736919426407276544	0	0	0	1	0	0	0	0	0
Monaco Grand Prix	736919497194524672	1	0	0	0	0	0	0	0	0
Monaco Grand Prix	736919910798987264	0	0	0	1	0	0	0	0	0
Monaco Grand Prix	736919995175833601	1	0	0	0	0	0	0	0	0
Monaco Grand Prix	736919995754512384	1	0	0	0	0	0	0	0	0
Monaco Grand Prix	736920019431477249	1	0	0	0	0	0	0	0	0
Monaco Grand Prix	736920132061147136	1	0	1	0	0	0	0	0	0
Monaco Grand Prix	736920211484487680	1	0	0	1	0	0	0	0	0
Monaco Grand Prix	736920596987154432	0	0	0	0	0	0	0	0	0
Monaco Grand Prix	736921856112889856	0	0	0	1	0	0	0	0	0
Monaco Grand Prix	736923182758830081	0	0	0	0	0	0	0	0	0
Monaco Grand Prix	736923599118819328	0	0	0	0	1	0	0	0	0
Monaco Grand Prix	736923818623655937	1	0	0	0	1	0	0	0	0
Monaco Grand Prix	736924725176377348	0	0	0	0	0	0	0	0	0
Monaco Grand Prix	736925115607179265	0	0	0	0	0	0	0	0	0
Monaco Grand Prix	736927933944745984	0	0	0	0	0	0	0	0	0
Monaco Grand Prix	736929729824075777	0	0	0	1	0	0	0	0	0
Monaco Grand Prix	736936148556259328	0	0	0	0	0	0	0	0	0
Monaco Grand Prix	736955880462241792	1	0	0	1	0	0	0	0	0
Monaco Grand Prix	736961764798140416	1	0	0	1	0	0	0	0	0
Monaco Grand Prix	736964629679706113	1	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744424769660026880	1	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744644660954423297	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744683963457769478	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744684007682564096	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744684038951165952	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744689365213908992	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744690318155587585	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744694788272775168	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744695879760699392	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744695890858938368	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744696150125477888	1	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744696176373542916	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744696244912611329	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744697316318208000	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744697452339560449	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744697490063003648	1	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744698904713662464	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744698960858742784	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744699361666424837	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744699513240170497	1	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744699815972462592	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744704675300147200	1	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744704683697045504	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744705879216390145	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744705945339592705	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744706031775793152	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744706518944100352	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744708176201809920	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744708273304125441	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744708316157337604	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744710400420130816	1	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744710424176713728	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744711488447873024	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744711519410216964	1	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744711723265982464	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744711780652318720	1	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744713641744793600	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744713726562082816	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744713812918603777	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744715279960150016	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744715327070736386	1	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744715571472769026	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744716977793425408	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744717005970935810	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744717855095042048	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744717904852172800	1	1	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744718746904723456	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744718841528254465	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744718897694261248	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744719033442807808	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744719083988467712	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744719344437862400	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744719768809177088	1	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744719778904834049	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744719819833024513	0	0	0	1	0	0	1	0	0
NBA Playoffs Finals Game 7	744719920060108801	1	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744720007511347209	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744720493715066881	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744720675001217024	1	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744720851262570501	0	0	1	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744720891372670976	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744720901908791296	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744720908820979713	1	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744720996381364227	1	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744721229676896261	1	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744721331636178945	1	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744721374120452097	1	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744721488109010945	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744721694477135875	1	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744722798170488833	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744723715372494849	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744724150678396928	1	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744724489351507968	0	0	1	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744724552173903872	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744724558154969089	1	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744724680506892288	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744725026503536640	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744727171718062080	1	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744731787696431104	1	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744733442391179268	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744736233524387840	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744738620729286656	0	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744747537169526784	1	0	0	0	0	0	0	0	0
NBA Playoffs Finals Game 7	744765536572215297	0	0	0	1	0	0	0	0	0
NBA Playoffs Finals Game 7	744799397200879617	1	0	0	0	0	0	0	0	0
Recode Code Conference	737806857754968064	0	0	0	1	0	0	0	0	0
Recode Code Conference	737817617503649793	0	0	1	0	0	0	0	0	0
Recode Code Conference	737818382934806528	0	0	0	1	0	0	0	0	0
Recode Code Conference	737820922241945601	0	0	0	1	0	0	0	0	0
Recode Code Conference	737823703447130112	0	0	0	0	1	0	0	0	0
Recode Code Conference	737824127692636160	0	0	0	0	0	0	0	0	0
Recode Code Conference	737824671127605248	1	0	0	1	1	0	0	0	0
Recode Code Conference	737825314462654464	0	0	0	0	0	0	0	0	0
Recode Code Conference	737827249731178496	0	0	0	0	1	0	0	0	0
Recode Code Conference	737829289517830145	0	0	0	1	0	0	0	0	0
Recode Code Conference	737829631319887872	0	0	0	0	0	0	0	0	0
Recode Code Conference	737832108828151808	1	0	0	0	0	0	0	0	0
Recode Code Conference	737832247361818625	0	0	0	1	0	0	0	0	0
Recode Code Conference	737833598443610113	0	0	0	0	0	0	0	0	1
Recode Code Conference	737835956204535808	0	0	1	0	0	0	0	0	0
Recode Code Conference	737836111876128768	0	0	0	0	0	0	0	0	1
Recode Code Conference	737836206659010560	0	0	1	0	0	0	0	0	0
Recode Code Conference	737844167745798146	0	0	0	0	0	0	0	0	1
Recode Code Conference	737844327850770432	0	0	1	0	0	0	0	0	0
Recode Code Conference	737844379398725632	0	0	1	0	0	0	0	0	0
Recode Code Conference	737844556901851138	0	0	0	0	0	0	0	0	1
Recode Code Conference	737853041903210496	0	0	0	0	1	0	0	0	0
Recode Code Conference	737890051053498369	0	0	0	0	0	0	0	0	0
Recode Code Conference	738046228382896129	1	0	0	0	0	0	0	0	0
Recode Code Conference	738046235999797249	0	0	0	0	1	0	0	0	0
Recode Code Conference	738047072625033217	0	0	1	0	0	0	0	0	0
Recode Code Conference	738051671264108547	0	0	0	1	0	0	0	0	0
Recode Code Conference	738052228880044035	0	0	0	0	0	0	0	0	0
Recode Code Conference	738055482200449024	0	0	0	1	0	0	0	0	0
Recode Code Conference	738056290845491200	0	0	0	0	0	0	0	0	0
Recode Code Conference	738073388430852097	0	0	0	0	0	0	0	0	0
Recode Code Conference	738075227280838657	0	0	0	0	0	0	0	0	0
Recode Code Conference	738077591870025728	1	0	0	0	0	0	0	0	0
Recode Code Conference	738078735988068352	0	0	1	0	0	0	0	0	0
Recode Code Conference	738081288821821440	0	0	0	0	0	0	0	0	0
Recode Code Conference	738083068863520768	0	0	0	1	0	0	0	0	0
Recode Code Conference	738084953309728768	1	0	0	0	0	0	0	0	0
Recode Code Conference	738085911955660800	0	0	0	1	0	0	0	0	0
Recode Code Conference	738086743866499072	0	0	0	0	0	0	0	0	0
Recode Code Conference	738086814762684417	0	0	0	1	0	0	0	0	0
Recode Code Conference	738089318195986432	0	0	0	0	0	0	0	0	0
Recode Code Conference	738089623885209603	0	0	0	1	0	0	0	0	0
Recode Code Conference	738091075596881920	0	0	0	1	0	0	0	0	0
Recode Code Conference	738091891821039617	0	0	0	1	0	0	0	0	0
Recode Code Conference	738111651715682304	0	0	0	0	0	0	0	0	0
Recode Code Conference	738117877622964225	0	0	0	1	0	0	0	0	0
Recode Code Conference	738190434917195776	0	0	0	1	0	0	0	0	0
Recode Code Conference	738223850467397632	1	0	0	1	0	0	0	0	0
Recode Code Conference	738224431559004160	1	0	0	0	0	0	0	0	0
Recode Code Conference	738226676597821441	0	0	0	0	0	0	0	0	0
Recode Code Conference	738229183071932416	0	0	0	0	1	0	0	0	0
Recode Code Conference	738231003748016129	0	0	0	0	1	0	0	0	0
Recode Code Conference	738235183929790465	0	0	0	0	1	0	0	0	0
Recode Code Conference	738237553736716289	0	0	0	0	1	0	0	0	0
Recode Code Conference	738239443417595904	0	0	0	0	0	0	0	0	0
Recode Code Conference	738242400745721856	0	0	0	1	0	0	0	0	0
Recode Code Conference	738391982280695808	0	0	0	1	0	0	0	0	0
Recode Code Conference	738412265326530561	0	0	0	0	0	0	0	0	0
Recode Code Conference	738419320515133441	0	0	0	1	0	0	0	0	0
Recode Code Conference	738459206832001029	0	0	0	1	0	0	0	0	0
Recode Code Conference	738481579714973696	0	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742046316025548801	0	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742148328994025472	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742148461630357504	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742149310939299840	1	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742149356086824960	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742149409601904640	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742149755661393920	1	0	1	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742149779925422080	0	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742153680300957696	0	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742153704351125504	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742155399684460544	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742157047928606720	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742157090572013569	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742157114005590016	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742158593420562432	1	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742165514122723329	1	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742165519965519872	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742166323296227329	1	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742166328631394304	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742166505677328384	1	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742166567769739264	1	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742166861358505986	1	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742166931654991873	1	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742170484477808640	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742170615356874754	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742170689231282176	1	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742173132694425600	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742173136813215744	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742177523488968704	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742177569877962752	1	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742177609644003328	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742179441888071680	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742179602777264129	1	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742179647765413889	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742180971114598401	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742181622146031616	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742181678681034752	0	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742182754918367232	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742183235736752128	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742183243353579520	0	0	0	1	0	0	1	0	0
Stanley Cup Playoffs Final Game 7	742183335770914816	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742183980905029632	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742184044629090304	1	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742184178532286464	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742185601416335361	0	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742185688389591041	1	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742185760363794432	1	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742185803061727232	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742186427123785729	1	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742186463572299777	1	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742186475786240000	1	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742186507969105920	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742186564210561024	1	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742187009934909441	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742187397891391488	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742187441612816384	0	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742188336597467137	1	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742188339042750464	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742188348131840000	1	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742188399021293568	0	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742188558090264577	0	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742188602621349888	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742188646539763713	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742189227102769152	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742190826126594048	0	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742191294919938050	1	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742191362100060165	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742191392777109504	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742191416445636608	1	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742191569097400320	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742192551159955456	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742192617706770432	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742192745033388032	1	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742193189461839872	1	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742193234118594560	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742193244038168576	0	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742193820004028416	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742194841933611008	1	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742211842349531137	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742213400323706881	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742232705652248577	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742234958169657344	0	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742310554786795520	1	0	0	0	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742386924539678720	1	0	0	1	0	0	0	0	0
Stanley Cup Playoffs Final Game 7	742418415047090176	1	0	0	1	0	0	0	0	0
The Next Web Conference Europe	735365916771377152	0	0	0	0	0	0	0	0	0
The Next Web Conference Europe	735374255836278784	0	0	1	0	0	0	0	0	0
The Next Web Conference Europe	735385783411036161	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	735386951960924161	1	0	0	0	0	0	0	0	0
The Next Web Conference Europe	735724496011726849	0	0	0	0	0	0	0	0	0
The Next Web Conference Europe	735739792453865472	0	0	1	0	0	0	0	0	0
The Next Web Conference Europe	735742351168012288	0	0	1	0	0	0	0	0	0
The Next Web Conference Europe	735742474681868288	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	735742591036100608	0	0	0	0	0	0	0	0	0
The Next Web Conference Europe	735743575959339008	0	0	1	0	0	0	0	0	0
The Next Web Conference Europe	735744909370478594	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	735751204068696064	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	735751276533686272	1	0	0	0	0	0	0	0	0
The Next Web Conference Europe	735752361570766849	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	735752536078983168	0	0	0	0	0	0	0	0	0
The Next Web Conference Europe	735753443118190592	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	735758263472381952	1	0	0	0	1	0	0	0	0
The Next Web Conference Europe	735759162907332608	1	0	0	0	0	0	0	0	0
The Next Web Conference Europe	735764944256303105	0	0	0	0	0	0	0	0	0
The Next Web Conference Europe	735767523166060544	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	735771097900032000	0	0	0	0	0	0	0	0	0
The Next Web Conference Europe	735771158469976067	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	735776132675424256	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	735777007229755392	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	735777080785309696	1	0	0	0	0	0	0	0	0
The Next Web Conference Europe	735779904567058432	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	735783736021770240	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	735798371420622852	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	735801337053597696	0	0	1	0	0	0	0	0	0
The Next Web Conference Europe	735810062921392128	0	0	0	0	0	0	0	0	1
The Next Web Conference Europe	735810085218357248	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	735811391395926016	1	0	1	0	0	0	0	0	0
The Next Web Conference Europe	735818751531225088	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	735819049574277120	0	0	0	1	1	0	0	0	0
The Next Web Conference Europe	735819070067597313	0	0	0	0	0	0	0	0	0
The Next Web Conference Europe	735828204804558850	0	0	1	0	0	0	0	0	0
The Next Web Conference Europe	735829088133341185	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	735832375431733248	1	0	0	0	0	0	0	0	0
The Next Web Conference Europe	735872417877360640	0	0	0	0	0	0	0	0	0
The Next Web Conference Europe	735961110076088320	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	736089153515835393	0	0	0	0	0	0	0	0	0
The Next Web Conference Europe	736103220628447232	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	736109452059906048	0	0	0	0	0	0	0	0	0
The Next Web Conference Europe	736109594330726400	0	0	1	0	0	0	0	0	0
The Next Web Conference Europe	736111932500025345	1	0	0	0	0	0	0	0	0
The Next Web Conference Europe	736112850343694336	0	0	1	0	0	0	0	0	0
The Next Web Conference Europe	736112863958437888	0	0	0	0	0	0	0	0	0
The Next Web Conference Europe	736118889936003072	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	736121321973768192	1	0	0	1	0	0	0	0	0
The Next Web Conference Europe	736127154740662272	0	0	0	0	0	0	0	0	0
The Next Web Conference Europe	736127291705720832	0	0	0	0	1	0	0	0	0
The Next Web Conference Europe	736137373533229056	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	736139947481124869	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	736142735921516544	0	0	0	0	0	0	0	0	0
The Next Web Conference Europe	736152603906740224	0	0	1	0	0	0	0	0	0
The Next Web Conference Europe	736158891663339520	1	0	0	0	0	0	0	0	0
The Next Web Conference Europe	736167679153803264	0	0	0	0	1	0	0	0	0
The Next Web Conference Europe	736172274638848000	0	0	0	0	0	0	0	0	0
The Next Web Conference Europe	736190981582770176	0	0	1	0	0	0	0	0	0
The Next Web Conference Europe	736211961470459904	0	0	0	0	0	0	0	0	0
The Next Web Conference Europe	736213899024969729	0	0	0	0	0	0	0	0	0
The Next Web Conference Europe	736214059440340992	0	0	0	0	1	0	0	0	0
The Next Web Conference Europe	736227583478665216	0	0	0	1	0	0	0	0	0
The Next Web Conference Europe	736247005274615808	0	0	0	0	0	0	0	0	0
The Next Web Conference Europe	736340559271501829	1	0	1	0	0	0	0	0	0
UEFA Champions League Final	736451591620964352	0	0	0	0	0	0	0	0	0
UEFA Champions League Final	736573077337702400	0	0	0	0	0	0	0	0	0
UEFA Champions League Final	736612288187240448	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736621895458693120	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736623100763111428	0	0	1	0	0	0	0	0	0
UEFA Champions League Final	736627539913904129	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736628071189651456	0	1	0	0	0	0	0	0	0
UEFA Champions League Final	736628100453306368	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736628620114923520	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736628695713107968	0	0	0	1	0	0	1	0	0
UEFA Champions League Final	736629426541211648	0	0	1	0	0	0	0	0	0
UEFA Champions League Final	736629437215703040	0	0	0	0	0	0	1	0	0
UEFA Champions League Final	736629557239939072	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736630389452722182	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736630447237672960	0	0	0	0	0	0	0	0	0
UEFA Champions League Final	736631684431552512	0	0	0	0	0	0	0	0	0
UEFA Champions League Final	736632067635564544	0	0	0	0	0	0	0	0	0
UEFA Champions League Final	736632090335322112	0	0	0	1	0	0	0	0	0
